numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07168;20201001000000;100830;-180;8;150;3.400000;286.750000;284.450000;86;20000;0;mq;mq;100;8;1750;mq;mq;mq;99430;mq;mq;-970;mq;mq;mq;mq;282.950000;mq;mq;4.300000;4.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;7;mq;1920;8;mq;6060;mq;mq;mq;mq;mq;mq;
07181;20201001000000;100970;-160;7;160;2.500000;284.950000;283.050000;88;50770;0;mq;mq;100;8;6660;mq;mq;mq;96940;mq;mq;-860;mq;mq;mq;mq;282.550000;mq;mq;3.900000;4.400000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;1.000000;mq;mq;mq;mq;8;mq;6660;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07190;20201001000000;101090;-100;8;110;0.800000;282.450000;281.550000;94;11500;0;mq;mq;mq;3;1750;mq;mq;mq;99270;mq;mq;-850;mq;mq;mq;mq;282.150000;mq;mq;1.100000;2.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;3;mq;1620;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07207;20201001000000;100530;-40;8;280;6.100000;287.850000;285.550000;86;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100020;mq;mq;-1190;mq;mq;mq;mq;mq;mq;mq;11.800000;11.800000;-10;mq;mq;mq;mq;-0.100000;0.800000;5.300000;9.500000;9.500000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07222;20201001000000;100440;-260;6;250;5.700000;288.250000;287.750000;97;2260;63;mq;mq;100;8;150;mq;mq;mq;100130;mq;mq;-1300;mq;mq;mq;mq;288.150000;mq;mq;10.100000;12.100000;-10;2;0.000000;mq;mq;5.400000;11.500000;13.300000;13.300000;13.500000;mq;mq;mq;mq;7;mq;180;8;mq;390;mq;8;mq;mq;mq;mq;
07240;20201001000000;100620;-290;8;190;3.800000;288.550000;285.150000;80;50680;0;mq;mq;100;7;1250;mq;mq;mq;99300;mq;mq;-1150;mq;mq;mq;mq;287.250000;mq;mq;5.700000;6.400000;-10;0;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;0.400000;mq;mq;mq;mq;7;mq;1230;8;mq;1800;mq;8;mq;mq;mq;mq;
07255;20201001000000;100820;-240;8;180;3.200000;286.450000;283.850000;84;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;98860;mq;mq;-1000;mq;mq;mq;mq;285.550000;mq;mq;4.200000;5.800000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07280;20201001000000;101020;-170;8;0;0.000000;283.650000;283.650000;100;11390;0;mq;mq;75;6;1750;mq;mq;mq;98320;mq;mq;-850;mq;mq;mq;mq;286.350000;mq;mq;0.700000;2.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;6;mq;1800;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07299;20201001000000;101160;-70;8;180;2.500000;282.950000;282.150000;95;17820;0;mq;mq;mq;1;1250;mq;mq;mq;97910;mq;mq;-790;mq;mq;mq;mq;285.450000;mq;mq;3.700000;3.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;1320;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07314;20201001000000;100620;-310;8;210;10.000000;289.750000;287.750000;88;10000;81;8;6;100;8;800;36;mq;mq;100350;mq;mq;-1230;mq;mq;mq;mq;mq;mq;mq;14.400000;14.400000;-10;2;mq;mq;mq;0.200000;0.200000;0.200000;0.200000;0.200000;mq;mq;mq;mq;8;7;800;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20201001000000;100720;-240;8;190;3.800000;287.250000;285.650000;90;40180;0;mq;mq;100;8;3120;mq;mq;mq;99300;mq;mq;-1090;mq;mq;mq;mq;285.750000;mq;mq;6.200000;6.200000;-10;0;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;5;mq;3120;8;mq;3720;mq;mq;mq;mq;mq;mq;
07434;20201001000000;100890;-220;8;170;2.700000;285.850000;283.050000;83;45110;0;mq;mq;100;8;4500;mq;mq;mq;96190;mq;mq;-900;mq;mq;mq;mq;285.850000;mq;mq;3.600000;3.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;5;mq;4500;7;mq;5040;8;mq;6060;mq;mq;mq;
07460;20201001000000;101000;-170;8;100;1.500000;285.750000;281.650000;76;55000;0;mq;mq;mq;mq;mq;mq;mq;mq;97170;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;7.700000;-10;mq;0.000000;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07471;20201001000000;mq;-150;8;220;0.900000;280.150000;278.150000;87;20000;0;mq;mq;mq;2;6480;mq;mq;mq;91620;mq;754;-670;mq;mq;mq;mq;280.150000;mq;mq;2.100000;2.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;mq;6480;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07481;20201001000000;101070;-110;7;160;1.700000;287.250000;283.450000;78;30000;3;1;1;60;0;mq;30;20;11;98250;mq;mq;-780;mq;mq;mq;mq;mq;mq;mq;2.100000;2.100000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;5;0;8000;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07510;20201001000000;100960;-210;6;210;3.700000;287.950000;286.850000;93;11420;0;mq;mq;90;7;4680;mq;mq;mq;100390;mq;mq;-910;mq;mq;mq;mq;288.250000;mq;mq;5.700000;5.800000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;7;mq;4680;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07535;20201001000000;101010;-190;8;160;2.800000;286.550000;282.550000;77;20000;0;mq;mq;90;7;4320;mq;mq;mq;97940;mq;mq;-790;mq;mq;mq;mq;286.150000;mq;mq;3.900000;4.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;7;mq;4320;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07558;20201001000000;101180;-150;8;50;1.900000;284.050000;280.750000;80;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;92970;mq;mq;-560;mq;mq;mq;mq;282.850000;mq;mq;2.400000;3.100000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20201001000000;101250;-70;8;160;0.600000;284.050000;282.850000;92;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;100360;mq;mq;-560;mq;mq;mq;mq;284.150000;mq;mq;0.900000;1.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20201001000000;mq;-60;8;10;1.300000;282.350000;280.150000;86;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;91380;mq;773;-380;mq;mq;mq;mq;281.750000;mq;mq;2.600000;2.600000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20201001000000;101100;-170;6;330;0.500000;284.450000;283.150000;92;16850;0;mq;mq;75;6;5460;mq;mq;mq;100390;mq;mq;-770;mq;mq;mq;mq;287.650000;mq;mq;0.900000;0.900000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;6;mq;5460;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07621;20201001000000;101150;-180;6;250;1.600000;283.750000;282.550000;92;34060;0;mq;mq;mq;0;mq;mq;mq;mq;96850;mq;mq;-710;mq;mq;mq;mq;283.050000;mq;mq;2.400000;3.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07627;20201001000000;101020;-250;8;150;5.200000;287.650000;282.850000;73;20000;0;mq;mq;mq;3;7380;mq;mq;mq;96210;mq;mq;-790;mq;mq;mq;mq;285.550000;mq;mq;6.800000;7.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;3;mq;7380;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07630;20201001000000;101060;-180;8;140;1.500000;286.750000;284.250000;85;14940;0;mq;mq;75;6;6420;mq;mq;mq;99280;mq;mq;-800;mq;mq;mq;mq;285.150000;mq;mq;2.100000;2.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;6;mq;6420;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07643;20201001000000;101210;-130;7;350;1.500000;286.250000;285.650000;96;12000;0;mq;mq;100;mq;450;mq;mq;mq;101110;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;3.100000;-10;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07650;20201001000000;101240;-130;8;60;2.400000;286.450000;283.650000;83;36350;0;mq;mq;mq;0;mq;mq;mq;mq;100860;mq;mq;-470;mq;mq;mq;mq;284.750000;mq;mq;3.300000;3.300000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07661;20201001000000;mq;mq;mq;320;5.100000;mq;mq;mq;30000;2;0;mq;0;0;mq;30;20;10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;6.100000;6.600000;-10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;20201001000000;101180;-140;8;330;2.300000;289.650000;286.950000;84;50000;2;0;0;10;1;mq;35;20;10;100870;mq;mq;-510;mq;mq;mq;mq;288.150000;mq;mq;2.800000;2.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;6;1500;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07747;20201001000000;101130;-150;8;230;0.700000;286.750000;284.950000;89;46440;0;mq;mq;mq;0;mq;mq;mq;mq;100600;mq;mq;-640;mq;mq;mq;mq;287.950000;mq;mq;1.900000;2.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07761;20201001000000;101330;-110;8;40;3.000000;286.550000;284.950000;90;29470;0;mq;mq;mq;0;mq;mq;mq;mq;101220;mq;mq;-460;mq;mq;mq;mq;286.450000;mq;mq;5.400000;5.400000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07790;20201001000000;101260;-100;7;190;1.600000;288.650000;287.550000;93;32150;0;mq;mq;mq;4;1250;mq;mq;mq;101120;mq;mq;-410;mq;mq;mq;mq;290.450000;mq;mq;2.400000;2.700000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.600000;0.600000;mq;mq;mq;mq;4;mq;1290;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61968;20201001000000;101170;170;6;100;3.500000;298.750000;295.850000;84;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101120;mq;mq;0;mq;298.450000;mq;304.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20201001000000;101460;200;8;130;5.800000;295.850000;291.150000;75;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101390;mq;mq;50;mq;294.050000;mq;300.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20201001000000;101450;70;5;120;5.800000;296.950000;293.650000;82;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101360;mq;mq;-20;mq;296.850000;mq;301.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20201001000000;101570;-100;6;200;2.500000;294.250000;289.650000;75;60000;0;mq;mq;100;8;800;mq;mq;mq;101420;mq;mq;-110;mq;mq;mq;mq;mq;mq;mq;3.100000;3.600000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;990;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61996;20201001000000;103000;20;6;200;2.300000;278.850000;275.150000;77;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;102640;mq;mq;620;mq;277.650000;mq;284.550000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20201001000000;mq;80;7;300;6.000000;274.450000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98980;mq;mq;880;mq;273.850000;mq;279.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20201001000000;99800;-680;6;350;24.700000;278.750000;277.050000;89;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99440;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;36.000000;-10;mq;mq;mq;mq;4.000000;mq;5.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
71805;20201001000000;101500;-100;7;190;8.500000;288.650000;288.650000;100;190;45;mq;mq;101;9;30;mq;mq;mq;101420;mq;mq;-880;mq;mq;mq;mq;288.450000;mq;mq;11.500000;12.100000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78890;20201001000000;101420;90;1;80;7.100000;299.650000;297.350000;87;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101100;mq;mq;40;mq;296.250000;mq;305.550000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.800000;20.000000;56.700000;56.700000;56.700000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78894;20201001000000;101490;180;1;90;3.600000;302.050000;297.150000;75;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100980;mq;mq;-60;mq;299.250000;mq;305.450000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;3.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20201001000000;101450;70;0;140;3.100000;297.150000;295.750000;92;10090;mq;mq;mq;mq;mq;mq;mq;mq;mq;101360;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1.800000;5.000000;13.300000;13.900000;17.500000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78922;20201001000000;101400;110;3;90;9.800000;301.250000;297.850000;82;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100960;mq;mq;10;mq;298.750000;mq;304.450000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81401;20201001000000;101070;180;1;60;0.700000;298.850000;295.750000;83;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101010;mq;mq;-110;mq;296.050000;mq;309.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20201001000000;101130;160;3;80;2.800000;299.950000;297.650000;87;60000;0;mq;mq;mq;0;mq;mq;mq;mq;101040;mq;mq;-110;305.850000;mq;305.850000;mq;302.050000;mq;mq;3.800000;4.500000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81408;20201001000000;101120;190;3;110;1.800000;300.350000;297.650000;85;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101040;mq;mq;-100;mq;295.950000;mq;308.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81415;20201001000000;101050;150;3;0;0.000000;299.350000;296.850000;86;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99840;mq;mq;-140;mq;295.250000;mq;307.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
89642;20201001000000;97840;-280;6;160;29.800000;255.550000;248.850000;52;2000;39;3;3;75;1;150;36;20;15;97280;mq;mq;mq;251.750000;mq;262.350000;mq;mq;mq;mq;52.500000;54.000000;-60;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;7;90;6;0;6900;mq;mq;mq;mq;mq;mq;
07005;20201001030000;100070;-300;6;160;3.400000;287.450000;285.850000;90;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;99220;mq;mq;-1400;mq;mq;mq;mq;286.650000;mq;mq;6.400000;7.800000;-10;1;mq;mq;mq;0.000000;0.800000;2.400000;2.400000;2.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20201001030000;100190;-260;8;150;4.700000;287.450000;285.850000;90;11540;61;mq;mq;100;4;800;mq;mq;mq;99640;mq;mq;-1300;mq;mq;mq;mq;286.750000;mq;mq;7.100000;8.100000;-10;2;0.000000;mq;mq;1.200000;1.200000;1.200000;1.200000;1.200000;mq;mq;mq;mq;1;mq;750;4;mq;1350;6;mq;1680;mq;mq;mq;
07020;20201001030000;100060;-100;7;290;7.300000;287.550000;282.750000;73;14000;2;2;mq;60;5;800;32;24;10;99950;mq;mq;-1230;mq;mq;mq;mq;mq;mq;mq;10.000000;13.400000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;7.500000;9.100000;mq;mq;mq;mq;2;8;600;3;3;2000;mq;mq;mq;mq;mq;mq;
07027;20201001030000;100130;-100;6;250;3.900000;286.050000;285.250000;95;43450;0;mq;mq;100;2;800;mq;mq;mq;99340;mq;mq;-1320;mq;mq;mq;mq;286.450000;mq;mq;5.500000;6.200000;-10;1;0.000000;mq;mq;0.400000;3.200000;4.200000;7.800000;8.000000;mq;mq;mq;mq;1;mq;690;6;mq;1800;8;mq;2280;mq;8;mq;
07037;20201001030000;100090;-300;6;170;4.400000;286.550000;286.050000;97;17200;60;mq;mq;100;8;450;mq;mq;mq;98310;mq;mq;-1380;mq;mq;mq;mq;286.850000;mq;mq;7.100000;7.100000;-10;mq;0.000000;mq;mq;-0.100000;0.400000;1.400000;1.400000;1.400000;mq;mq;mq;mq;6;mq;420;8;mq;600;mq;mq;mq;mq;mq;mq;
07072;20201001030000;100470;-250;8;150;2.400000;286.350000;284.950000;91;20000;0;mq;mq;100;8;1750;mq;mq;mq;99350;mq;mq;-1150;mq;mq;mq;mq;285.650000;mq;mq;3.800000;3.800000;-10;mq;mq;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;0.200000;mq;mq;mq;mq;1;mq;1980;8;mq;2940;mq;8;mq;mq;mq;mq;
07110;20201001030000;100480;-40;7;260;1.500000;282.150000;281.650000;97;15050;0;mq;mq;100;8;3360;mq;mq;mq;99300;mq;mq;-850;mq;mq;mq;mq;276.950000;mq;mq;2.100000;2.700000;-10;1;0.000000;mq;mq;0.000000;-0.100000;1.000000;3.200000;22.600000;mq;mq;mq;mq;8;mq;3360;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07117;20201001030000;100320;-70;6;270;6.600000;286.250000;282.450000;78;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99630;mq;mq;-990;mq;mq;mq;mq;mq;mq;mq;11.300000;11.300000;-10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07130;20201001030000;100320;-70;8;260;2.900000;285.750000;284.950000;95;32290;0;mq;mq;90;1;450;mq;mq;mq;99880;mq;mq;-1200;mq;mq;mq;mq;285.150000;mq;mq;4.500000;4.900000;-10;mq;mq;mq;mq;0.000000;0.200000;6.900000;15.600000;21.600000;mq;mq;mq;mq;1;mq;330;6;mq;1860;7;mq;2340;mq;mq;mq;
07139;20201001030000;100130;-280;6;280;2.900000;285.550000;283.950000;90;5120;61;mq;mq;100;8;150;mq;mq;mq;98420;mq;mq;-1430;mq;mq;mq;mq;288.050000;mq;mq;4.700000;7.400000;-10;1;mq;mq;mq;2.800000;4.800000;6.000000;6.200000;6.600000;mq;mq;mq;mq;3;mq;150;4;mq;840;7;mq;1050;mq;mq;mq;
